customer_id,age,tenure_months,product_count,avg_balance,monthly_txn_count,clv_inr,complaints_open,nps_score,competitor_inquiry,app_login_days,intl_transfer_dormancy,emotion_label,emotion_name,churn_probability,risk_tier,churn
CUST0283,57,9,4,68556,17,27017,0,9.7,0,22,1,0,Satisfied,0.0689,low,0
CUST0284,23,24,1,13313,13,10602,0,4.2,0,17,1,1,Confused,0.1724,low,0
CUST0285,63,31,2,45928,13,14933,0,9.6,0,6,0,0,Satisfied,0.01,low,0
CUST0286,21,53,2,12267,10,6765,0,5.5,0,12,1,0,Satisfied,0.0815,low,0
CUST0287,36,6,3,52740,11,21144,0,9.0,0,15,0,0,Satisfied,0.014,low,0
CUST0288,45,1,1,35294,15,29209,2,3.2,1,5,0,4,Comparison-shopping,0.661,medium,1
CUST0289,41,4,2,9975,12,6326,0,7.4,1,12,1,2,Frustrated,0.4072,medium,0
CUST0290,30,69,3,92207,15,40463,0,4.7,1,23,1,3,Price-sensitive,0.01,low,0
CUST0291,35,62,4,20177,16,12135,0,3.2,0,29,1,1,Confused,0.1058,low,0
CUST0292,32,27,2,18992,11,14033,0,6.7,1,14,1,2,Frustrated,0.2873,low,0
CUST0293,30,27,2,42636,16,37300,1,8.3,1,24,0,2,Frustrated,0.0626,low,0
CUST0294,48,32,2,91026,12,39347,1,4.4,1,2,1,3,Price-sensitive,0.339,medium,0
CUST0295,42,5,3,16112,15,13400,2,3.1,0,23,0,3,Price-sensitive,0.1798,low,0
CUST0296,29,73,2,38152,22,32832,1,6.0,0,11,0,0,Satisfied,0.01,low,0
CUST0297,48,16,1,51177,10,43492,3,6.0,1,20,0,4,Comparison-shopping,0.4589,medium,0
CUST0298,41,14,4,63226,16,43072,0,7.4,0,16,0,0,Satisfied,0.01,low,0
CUST0299,47,21,2,41820,13,28349,0,8.2,0,28,0,0,Satisfied,0.1189,low,0
CUST0300,45,1,2,27075,15,14672,0,6.1,0,11,0,0,Satisfied,0.1464,low,0
CUST0301,28,5,1,18730,13,14074,0,10.0,0,23,0,0,Satisfied,0.0634,low,0
CUST0302,31,40,2,38906,10,24074,0,6.7,0,15,0,0,Satisfied,0.0121,low,0
CUST0303,46,2,2,15402,27,10880,1,5.5,0,16,0,0,Satisfied,0.1267,low,0
CUST0304,45,27,2,5000,8,2785,0,2.8,0,16,0,1,Confused,0.1552,low,0
CUST0305,37,8,1,51495,20,38049,3,5.6,0,11,0,2,Frustrated,0.2347,low,0
CUST0306,39,14,2,74843,11,59476,2,5.5,0,17,1,2,Frustrated,0.1451,low,0
CUST0307,53,10,4,5484,17,2127,0,8.2,0,17,1,0,Satisfied,0.1259,low,0
CUST0308,30,13,1,16191,15,12948,0,7.2,0,19,1,0,Satisfied,0.1307,low,0
CUST0309,44,38,4,59594,16,37197,0,3.7,0,18,0,1,Confused,0.0249,low,0
CUST0310,35,10,2,188338,16,151951,0,6.6,1,24,1,2,Frustrated,0.01,low,0
CUST0311,35,25,3,36924,17,20632,0,7.6,0,25,0,0,Satisfied,0.0829,low,0
CUST0312,51,19,3,20284,11,10698,0,9.4,0,9,0,0,Satisfied,0.0971,low,0
CUST0313,47,32,2,31372,11,26635,0,8.1,0,24,0,0,Satisfied,0.01,low,0
CUST0314,47,82,2,109087,7,49165,0,7.8,1,8,1,2,Frustrated,0.168,low,0
CUST0315,53,39,3,21660,17,17469,4,6.3,0,22,0,2,Frustrated,0.1218,low,0
CUST0316,38,7,2,19161,16,11312,1,7.0,0,22,0,0,Satisfied,0.04,low,0
CUST0317,46,1,1,24681,22,15017,3,8.8,0,2,0,2,Frustrated,0.3687,medium,0
CUST0318,34,9,2,16938,21,8216,0,3.4,0,18,1,1,Confused,0.1731,low,0
CUST0319,41,27,3,40060,10,25791,0,5.5,1,14,0,2,Frustrated,0.2255,low,0
CUST0320,36,1,3,133218,17,65959,1,4.6,1,11,0,3,Price-sensitive,0.1668,low,0
CUST0321,39,20,3,47026,14,15215,0,7.0,0,28,0,0,Satisfied,0.0577,low,0
CUST0322,45,27,2,29676,15,13745,0,8.8,0,12,0,0,Satisfied,0.0418,low,0
CUST0323,28,12,3,28754,11,8736,1,4.9,0,11,1,1,Confused,0.2615,low,0
CUST0324,63,44,1,10398,17,9223,1,1.2,0,18,0,1,Confused,0.0425,low,0
CUST0325,25,3,2,73606,15,64732,0,5.3,0,23,1,0,Satisfied,0.0618,low,0
CUST0326,23,2,1,34123,16,18327,0,8.1,0,16,0,0,Satisfied,0.1941,low,0
CUST0327,51,39,1,31433,13,23166,0,7.3,0,27,1,0,Satisfied,0.0312,low,0
CUST0328,47,20,2,467187,21,237089,0,7.1,0,22,0,0,Satisfied,0.01,low,0
CUST0329,45,34,2,46120,18,32406,0,5.6,1,0,0,2,Frustrated,0.2018,low,0
CUST0330,45,17,2,19901,13,15587,0,3.5,0,13,0,1,Confused,0.0586,low,0
CUST0331,37,8,2,25820,12,22413,0,7.3,1,13,0,2,Frustrated,0.153,low,0
CUST0332,27,51,2,91012,6,49158,3,4.4,1,21,0,4,Comparison-shopping,0.1724,low,0
CUST0333,38,48,1,39759,21,30613,1,10.0,0,0,1,0,Satisfied,0.1305,low,0
CUST0334,29,35,2,11491,17,5280,1,7.4,1,30,0,2,Frustrated,0.1203,low,0
CUST0335,49,9,1,75764,16,67748,0,5.0,0,22,1,0,Satisfied,0.1021,low,0
CUST0336,36,26,1,21279,10,6712,0,4.9,0,19,1,1,Confused,0.1726,low,0
CUST0337,28,13,2,162533,7,107615,0,6.0,0,27,0,0,Satisfied,0.0696,low,0
CUST0338,34,2,2,86166,18,59945,0,5.7,1,30,1,2,Frustrated,0.1434,low,0
CUST0339,42,74,2,25390,8,18098,0,8.5,0,24,1,0,Satisfied,0.01,low,0
CUST0340,31,4,2,101195,12,37668,1,6.6,0,25,0,0,Satisfied,0.0328,low,0
CUST0341,28,90,2,38341,14,33092,1,4.7,1,19,1,3,Price-sensitive,0.1447,low,0
CUST0342,40,17,3,71841,12,29362,0,10.0,0,16,0,0,Satisfied,0.1076,low,0
CUST0343,40,6,2,53518,12,36052,0,6.3,0,14,0,0,Satisfied,0.0514,low,0
CUST0344,31,23,2,18451,22,8000,3,7.8,1,11,1,4,Comparison-shopping,0.4888,medium,0
CUST0345,32,61,1,21702,12,10510,0,4.9,1,12,0,3,Price-sensitive,0.22,low,0
CUST0346,40,39,1,82782,8,51976,0,7.0,1,7,0,2,Frustrated,0.1438,low,0
CUST0347,21,49,2,27783,15,15289,0,6.9,1,17,0,2,Frustrated,0.1123,low,0
CUST0348,21,32,2,26293,13,10415,1,2.2,0,4,1,1,Confused,0.1816,low,0
CUST0349,29,35,2,16914,10,6808,4,10.0,1,19,1,4,Comparison-shopping,0.3545,medium,0
CUST0350,35,56,2,50964,10,28075,0,8.9,0,17,0,0,Satisfied,0.0425,low,0
CUST0351,41,8,2,189097,11,142649,2,5.4,0,19,1,2,Frustrated,0.0392,low,0
CUST0352,55,20,3,15459,10,12966,2,3.9,0,13,1,3,Price-sensitive,0.3065,medium,0
CUST0353,48,7,3,37025,14,12976,0,6.9,0,30,0,0,Satisfied,0.0456,low,0
CUST0354,36,120,2,112395,8,60228,0,6.4,1,28,0,2,Frustrated,0.01,low,0
CUST0355,37,86,4,34073,10,12271,0,6.9,1,8,1,2,Frustrated,0.1312,low,0
CUST0356,25,1,1,52150,11,16164,4,6.6,0,19,1,2,Frustrated,0.3417,medium,0
CUST0357,37,36,1,15523,8,10820,0,7.3,0,13,1,0,Satisfied,0.2286,low,0
CUST0358,34,77,1,51156,14,33838,1,9.2,0,9,0,0,Satisfied,0.01,low,0
CUST0359,41,5,2,31265,11,12437,0,7.4,1,7,0,2,Frustrated,0.3083,medium,0
CUST0360,28,25,3,79904,13,35180,1,4.0,1,21,0,3,Price-sensitive,0.1118,low,0
CUST0361,44,74,1,93892,15,29503,0,9.1,0,12,0,0,Satisfied,0.0455,low,0
CUST0362,56,1,3,288269,13,230894,1,9.6,0,25,0,0,Satisfied,0.01,low,0
CUST0363,36,35,1,57740,14,51089,2,10.0,0,25,1,2,Frustrated,0.0574,low,0
CUST0364,42,10,4,47128,16,17968,2,3.8,0,28,0,3,Price-sensitive,0.1379,low,0
CUST0365,46,77,2,42425,14,18619,2,6.7,1,11,1,4,Comparison-shopping,0.2002,low,0
CUST0366,33,106,1,27377,19,22477,0,1.8,0,21,0,1,Confused,0.0481,low,0
CUST0367,40,86,2,47609,14,40747,1,7.4,0,23,0,0,Satisfied,0.01,low,0
CUST0368,38,19,1,28672,15,15820,0,5.0,0,14,0,0,Satisfied,0.0514,low,0
CUST0369,39,59,1,41554,12,13728,0,10.0,0,11,0,0,Satisfied,0.0447,low,0
CUST0370,28,55,1,104201,16,33723,0,4.6,1,30,0,3,Price-sensitive,0.0371,low,0
CUST0371,38,11,3,16232,13,10459,0,2.7,0,19,1,1,Confused,0.2134,low,0
CUST0372,43,52,2,90391,10,48425,0,5.2,0,23,1,0,Satisfied,0.0288,low,0
CUST0373,55,1,1,104160,13,33038,4,2.1,0,11,0,3,Price-sensitive,0.3417,medium,0
CUST0374,49,27,2,33042,18,21475,0,7.8,0,8,0,0,Satisfied,0.01,low,0
CUST0375,63,7,2,6650,14,2040,1,1.9,0,13,1,1,Confused,0.4182,medium,0
CUST0376,28,3,1,22331,15,17248,0,6.3,1,17,0,2,Frustrated,0.3363,medium,0
CUST0377,48,2,2,102497,11,49594,0,1.8,0,9,0,1,Confused,0.1406,low,0
CUST0378,40,35,1,35657,17,11558,0,5.5,0,17,0,0,Satisfied,0.0276,low,0
CUST0379,64,12,1,16326,18,10661,3,9.7,0,4,1,2,Frustrated,0.3992,medium,0
CUST0380,28,38,2,24250,12,13061,2,7.0,0,9,0,2,Frustrated,0.0517,low,0
CUST0381,27,2,1,71146,13,62913,2,4.4,0,23,0,3,Price-sensitive,0.1769,low,0
CUST0382,30,11,2,56240,14,35235,4,6.1,0,22,1,2,Frustrated,0.215,low,0
CUST0383,21,23,2,29997,13,13952,0,6.2,1,14,0,2,Frustrated,0.2106,low,0
CUST0384,31,46,1,27079,20,19650,0,7.2,1,9,0,2,Frustrated,0.2217,low,0
CUST0385,28,11,2,26544,13,12287,1,3.3,0,9,0,1,Confused,0.126,low,0
CUST0386,39,29,1,17362,25,14628,0,7.4,0,15,1,0,Satisfied,0.0856,low,0
CUST0387,42,65,4,132230,16,69398,0,0.5,0,23,0,1,Confused,0.0366,low,0
CUST0388,60,28,2,28061,13,17676,0,4.9,0,25,1,1,Confused,0.1865,low,0
CUST0389,49,7,3,96155,15,31764,1,5.2,1,14,1,2,Frustrated,0.2964,low,0
CUST0390,31,1,2,122645,11,68150,1,7.5,0,8,0,0,Satisfied,0.1022,low,0
CUST0391,27,61,1,80712,12,64522,0,6.2,0,20,1,0,Satisfied,0.0375,low,0
CUST0392,43,1,2,25711,12,20141,0,3.2,1,11,0,3,Price-sensitive,0.4991,medium,0
CUST0393,22,62,4,50160,17,21799,1,4.1,1,13,0,3,Price-sensitive,0.0448,low,0
CUST0394,59,22,2,35619,16,15517,1,6.6,0,28,0,0,Satisfied,0.0542,low,0
CUST0395,52,83,3,17624,10,13929,0,6.0,0,24,0,0,Satisfied,0.01,low,0
CUST0396,32,48,3,47074,14,40400,1,5.0,0,19,0,0,Satisfied,0.01,low,0
CUST0397,21,120,1,14140,14,5051,0,5.2,0,7,0,0,Satisfied,0.0425,low,0
CUST0398,54,12,1,93914,17,53534,0,7.7,1,19,0,2,Frustrated,0.1465,low,0
CUST0399,36,43,2,25041,17,12582,1,5.1,1,26,1,2,Frustrated,0.1883,low,0
CUST0400,52,15,2,42656,18,35080,1,6.0,1,14,0,2,Frustrated,0.2395,low,0
CUST0401,21,19,3,45552,9,15948,0,10.0,0,28,1,0,Satisfied,0.2058,low,0
CUST0402,30,29,3,29521,15,12595,1,3.2,1,28,0,3,Price-sensitive,0.1748,low,0
CUST0403,38,62,2,58067,10,43636,1,2.3,0,30,0,1,Confused,0.0563,low,0
CUST0404,38,120,1,24836,19,8215,1,7.8,0,20,0,0,Satisfied,0.01,low,0
CUST0405,32,43,3,72914,15,43421,1,4.8,0,22,0,1,Confused,0.0504,low,0
CUST0406,45,16,1,12372,19,6993,1,5.5,0,29,0,0,Satisfied,0.0857,low,0
CUST0407,25,16,3,40179,15,20115,0,4.6,1,21,1,3,Price-sensitive,0.254,low,0
CUST0408,36,40,2,171295,14,91941,0,5.7,0,13,1,0,Satisfied,0.1145,low,0
CUST0409,39,8,2,16313,11,10080,0,9.6,0,14,1,0,Satisfied,0.192,low,0
CUST0410,44,3,1,21116,12,8379,0,7.9,0,19,0,0,Satisfied,0.128,low,0
CUST0411,46,13,2,54782,10,35235,1,8.0,0,7,1,0,Satisfied,0.0545,low,0
CUST0412,24,10,2,41926,20,32838,0,3.2,0,16,0,1,Confused,0.0667,low,0
CUST0413,21,10,2,48074,10,36348,0,3.8,0,26,0,1,Confused,0.2042,low,0
CUST0414,53,7,1,53709,16,21072,0,0.2,1,0,1,3,Price-sensitive,0.6617,medium,1
CUST0415,41,1,2,60341,18,23505,0,4.5,0,30,0,1,Confused,0.102,low,0
CUST0416,29,1,3,88235,18,40667,0,8.2,0,26,0,0,Satisfied,0.1013,low,0
CUST0417,56,120,1,50405,16,26041,1,7.3,0,14,0,0,Satisfied,0.0261,low,0
CUST0418,39,16,1,29941,21,16320,0,5.7,1,22,0,2,Frustrated,0.1773,low,0
CUST0419,52,14,1,62196,12,44023,1,6.2,0,18,1,0,Satisfied,0.0459,low,0
CUST0420,38,34,2,166026,10,55454,3,4.8,0,27,0,3,Price-sensitive,0.0635,low,0
CUST0421,62,7,2,32659,10,10477,0,6.6,0,25,1,0,Satisfied,0.0658,low,0
CUST0422,59,89,2,16653,11,8911,0,7.8,0,6,0,0,Satisfied,0.0382,low,0
CUST0423,35,46,1,88050,17,63246,0,2.8,0,22,0,1,Confused,0.01,low,0
CUST0424,49,2,2,32981,8,13722,1,6.8,1,16,0,2,Frustrated,0.3343,medium,0
CUST0425,45,16,2,6386,12,4373,1,8.2,0,18,0,0,Satisfied,0.1029,low,0
CUST0426,54,63,2,71534,11,32612,0,5.3,0,12,0,0,Satisfied,0.0423,low,0
CUST0427,26,86,4,23664,12,19680,0,7.7,1,30,1,2,Frustrated,0.01,low,0
CUST0428,46,18,1,33778,19,28286,2,10.0,0,26,1,2,Frustrated,0.1782,low,0
CUST0429,50,28,2,47362,11,22656,0,6.0,0,12,1,0,Satisfied,0.0751,low,0
CUST0430,21,5,2,42293,7,18524,0,7.0,0,7,1,0,Satisfied,0.112,low,0
CUST0431,23,120,2,64059,11,35026,2,4.7,0,14,1,3,Price-sensitive,0.0238,low,0
CUST0432,21,7,2,25632,13,11388,1,6.6,0,21,0,0,Satisfied,0.1027,low,0
CUST0433,34,85,2,54747,17,38510,2,7.2,0,19,1,2,Frustrated,0.0423,low,0
CUST0434,46,31,4,29506,12,23476,1,6.6,1,28,0,2,Frustrated,0.2155,low,0
CUST0435,56,28,1,65581,11,46159,2,4.1,1,24,0,4,Comparison-shopping,0.274,low,0
CUST0436,38,21,1,59414,17,47210,0,6.6,0,25,0,0,Satisfied,0.0422,low,0
CUST0437,57,7,2,17182,17,9247,1,9.3,0,20,0,0,Satisfied,0.0241,low,0
CUST0438,21,5,2,86576,18,34092,2,7.1,0,6,0,2,Frustrated,0.1545,low,0
CUST0439,21,7,1,23652,15,17568,1,8.2,1,16,1,2,Frustrated,0.4876,medium,0
CUST0440,37,6,1,69317,19,35787,0,5.7,0,26,0,0,Satisfied,0.0367,low,0
CUST0441,42,45,1,48719,17,34237,0,7.8,0,17,0,0,Satisfied,0.01,low,0
CUST0442,37,12,3,158031,16,73071,0,6.8,1,22,0,2,Frustrated,0.1264,low,0
CUST0443,21,1,1,30370,11,10591,0,4.2,1,15,0,3,Price-sensitive,0.3706,medium,0
CUST0444,36,104,1,27461,12,24592,0,6.9,1,9,0,2,Frustrated,0.0563,low,0
CUST0445,22,64,1,35755,15,14077,1,4.1,0,17,0,1,Confused,0.0822,low,0
CUST0446,46,78,2,28494,13,25446,1,4.9,1,20,0,3,Price-sensitive,0.0377,low,0
CUST0447,42,120,1,68868,16,61042,0,6.6,1,12,0,2,Frustrated,0.01,low,0
CUST0448,26,5,2,9966,22,7736,1,6.8,0,16,1,0,Satisfied,0.0733,low,0
CUST0449,31,15,1,15631,14,10873,0,3.7,0,10,1,1,Confused,0.3157,medium,0
CUST0450,25,42,3,15456,16,9995,0,8.4,0,26,0,0,Satisfied,0.01,low,0
CUST0451,37,35,1,77671,11,63663,0,7.4,1,15,0,2,Frustrated,0.2948,low,0
CUST0452,49,5,2,142698,15,67590,0,4.7,0,29,0,1,Confused,0.01,low,0
CUST0453,26,50,3,33404,10,19394,0,3.0,0,30,1,1,Confused,0.01,low,0
CUST0454,44,7,2,31727,13,21308,0,5.9,0,17,0,0,Satisfied,0.0614,low,0
CUST0455,31,7,2,38408,18,20998,0,5.3,1,9,0,2,Frustrated,0.2902,low,0
CUST0456,28,23,1,91996,15,51195,2,6.4,0,1,1,2,Frustrated,0.2062,low,0
CUST0457,36,26,1,17294,23,8615,0,5.4,0,6,0,0,Satisfied,0.1638,low,0
CUST0458,25,26,2,43945,14,28060,1,2.0,0,7,0,1,Confused,0.0979,low,0
CUST0459,31,2,4,79233,9,64206,1,5.4,1,29,0,2,Frustrated,0.113,low,0
CUST0460,23,62,2,54223,15,22823,1,5.6,0,18,1,0,Satisfied,0.01,low,0
CUST0461,61,9,2,42262,12,36373,3,7.5,0,21,1,2,Frustrated,0.0943,low,0
CUST0462,38,4,2,80889,8,57710,0,4.7,1,0,1,3,Price-sensitive,0.4494,medium,0
CUST0463,29,65,2,5000,16,3969,0,9.7,0,8,0,0,Satisfied,0.0198,low,0
CUST0464,40,93,1,62461,10,39582,2,2.2,1,25,0,4,Comparison-shopping,0.0871,low,0
CUST0465,36,59,2,21520,11,16521,0,9.0,0,20,1,0,Satisfied,0.1042,low,0
CUST0466,35,49,4,8395,20,2600,1,5.7,0,16,1,0,Satisfied,0.1547,low,0
CUST0467,45,31,1,54664,18,43240,1,8.0,0,22,0,0,Satisfied,0.0361,low,0
CUST0468,47,24,2,108980,12,35318,1,6.4,0,30,1,0,Satisfied,0.01,low,0
CUST0469,31,2,1,32534,8,27131,3,8.6,0,16,0,2,Frustrated,0.2396,low,0
CUST0470,31,15,2,77831,7,69672,4,5.4,0,18,0,2,Frustrated,0.1453,low,0
CUST0471,34,13,1,131903,11,62843,1,3.9,1,19,1,3,Price-sensitive,0.2647,low,0
CUST0472,21,9,2,103977,11,44314,0,9.2,0,30,0,0,Satisfied,0.01,low,0
CUST0473,21,38,3,134857,10,102385,2,6.0,0,1,1,2,Frustrated,0.0718,low,0
CUST0474,54,20,1,65755,11,29709,0,6.7,0,23,0,0,Satisfied,0.0392,low,0
CUST0475,57,2,2,38574,12,31605,0,8.8,1,17,0,2,Frustrated,0.1748,low,0
CUST0476,35,7,3,10081,11,3646,2,4.0,0,22,1,3,Price-sensitive,0.2891,low,0
CUST0477,44,34,3,29826,11,11201,0,7.5,0,12,1,0,Satisfied,0.1144,low,0
CUST0478,41,2,1,18497,16,16415,0,5.0,0,17,0,0,Satisfied,0.1109,low,0
CUST0479,70,57,2,206231,9,145249,0,5.9,0,23,0,0,Satisfied,0.0691,low,0
CUST0480,51,20,1,31548,19,25494,2,6.4,0,30,0,2,Frustrated,0.04,low,0
CUST0481,36,19,4,40077,8,19821,0,3.0,1,24,0,3,Price-sensitive,0.1365,low,0
CUST0482,26,26,3,56454,12,39850,1,4.6,0,11,1,1,Confused,0.1678,low,0
CUST0483,21,52,2,37604,18,24688,0,9.0,1,14,1,2,Frustrated,0.0874,low,0
CUST0484,40,12,3,140933,15,93282,1,8.1,0,14,0,0,Satisfied,0.0493,low,0
CUST0485,28,33,2,22067,9,15656,1,6.1,0,3,0,0,Satisfied,0.024,low,0
CUST0486,21,25,2,42433,11,27378,0,6.7,1,15,0,2,Frustrated,0.2484,low,0
CUST0487,30,9,1,20050,8,11176,0,5.6,0,23,1,0,Satisfied,0.2314,low,0
CUST0488,25,63,3,12631,12,5880,0,9.0,1,7,0,2,Frustrated,0.0521,low,0
CUST0489,58,47,1,22260,6,16943,4,5.8,0,26,0,2,Frustrated,0.0993,low,0
CUST0490,48,32,3,35255,13,15362,1,6.7,1,21,0,2,Frustrated,0.2526,low,0
CUST0491,37,57,3,25759,15,18428,3,8.6,0,12,0,2,Frustrated,0.0399,low,0
CUST0492,55,60,2,20869,12,9182,0,4.6,0,16,0,1,Confused,0.01,low,0
CUST0493,38,36,1,11789,19,7959,1,9.5,0,30,0,0,Satisfied,0.01,low,0
CUST0494,27,54,1,33979,10,25424,1,3.0,0,23,1,1,Confused,0.1081,low,0
CUST0495,56,35,1,10896,17,4698,1,9.6,0,18,1,0,Satisfied,0.1079,low,0
CUST0496,44,34,2,66705,14,22410,3,5.4,0,16,1,2,Frustrated,0.1842,low,0
CUST0497,25,28,1,38791,12,14685,0,5.7,0,18,0,0,Satisfied,0.0134,low,0
CUST0498,35,41,4,11315,13,7508,0,2.2,0,13,0,1,Confused,0.0182,low,0
CUST0499,27,5,2,28357,13,22959,1,5.2,1,1,0,2,Frustrated,0.5142,medium,1
CUST0500,21,63,1,19896,9,6505,1,4.0,0,30,0,1,Confused,0.1061,low,0
